"Year","ranch","block","treatment","variety","pctNOW","Trt_cat","Variety","Tier","WestToEast"
2007,3450,11.4,"C","NP",1.33010882708585,"insecticide","NP",4,1
2007,3450,12.1,"MD","Monterey",1.1640530591627,"mating_disruption","MO",3,4
2007,3450,12.1,"MD","NP",0.221987264722043,"mating_disruption","NP",3,4
2007,3450,12.1,"MD","Price",0,"mating_disruption","PR",3,4
2007,3450,12.3,"C","Carmel",0,"insecticide","CA",4,2
2007,3450,12.3,"C","Monterey",0.139664804469274,"insecticide","MO",4,2
2007,3450,12.3,"C","NP",0,"insecticide","NP",4,2
2007,3450,12.4,"C","Carmel",0.298630420164433,"insecticide","CA",4,3
2007,3450,12.4,"C","Monterey",1.64273837329584,"insecticide","MO",4,3
2007,3450,12.4,"C","NP",0.461147448323348,"insecticide","NP",4,3
2007,3460,25.3,"C","Fritz",5.02354788069074,"insecticide","FR",10,0
2007,3460,25.3,"C","Monterey",0.518134715025907,"insecticide","MO",10,0
2007,3460,25.3,"C","NP",2.59319286871961,"insecticide","NP",10,0
2007,3460,25.4,"C","Fritz",2.18408736349454,"insecticide","FR",10,1
2007,3460,25.4,"C","Monterey",1.18577075098814,"insecticide","MO",10,1
2007,3460,25.4,"C","NP",0.701754385964912,"insecticide","NP",10,1
2007,3460,30.1,"C","Monterey",0.670924935630818,"insecticide","MO",9,3
2007,3460,30.1,"C","NP",0.214531471362072,"insecticide","NP",9,3
2007,3460,30.1,"C","Wood Col",0.0699300699300699,"insecticide","WD",9,3
2007,3460,30.3,"C","Fritz",1.47895335608646,"insecticide","FR",10,2
2007,3460,30.3,"C","Monterey",0.396825396825397,"insecticide","MO",10,2
2007,3460,30.3,"C","NP",0.087719298245614,"insecticide","NP",10,2
2007,3460,30.4,"C","Fritz",1.23332305234604,"insecticide","FR",10,3
2007,3460,30.4,"C","Monterey",0.913384794987254,"insecticide","MO",10,3
2007,3460,30.4,"C","NP",0.662138525868849,"insecticide","NP",10,3
2008,34400,13.1,"1MD","Fritz",7.95660335689046,"mating_disruption","FR",NA,NA
2008,34400,13.1,"1MD","NP",1.91834106355021,"mating_disruption","NP",NA,NA
2008,34400,13.4,"1CMD","Carmel",1.10862183286785,"both","CA",NA,NA
2008,34400,13.4,"1CMD","Fritz",3.69437341232667,"both","FR",NA,NA
2008,34400,13.4,"1CMD","NP",1.17504102040185,"both","NP",NA,NA
2008,34400,14.1,"1MD","Fritz",30.4247424820321,"mating_disruption","FR",NA,NA
2008,34400,14.1,"1MD","NP",4.39484568025974,"mating_disruption","NP",NA,NA
2008,34400,14.4,"1CMD","Carmel",1.86042992216132,"both","CA",NA,NA
2008,34400,14.4,"1CMD","Fritz",5.51720125664197,"both","FR",NA,NA
2008,34400,14.4,"1CMD","NP",1.88106217204643,"both","NP",NA,NA
2008,34400,24.1,"2MD","Fritz",1.22893081761006,"mating_disruption","FR",NA,NA
2008,34400,24.1,"2MD","Monterrey",0,"mating_disruption","MO",NA,NA
2008,34400,24.1,"2MD","NP",1.27764659042546,"mating_disruption","NP",NA,NA
2008,34400,24.2,"2MD","Fritz",8.26176186534216,"mating_disruption","FR",NA,NA
2008,34400,24.2,"2MD","Monterrey",4.77473273375191,"mating_disruption","MO",NA,NA
2008,34400,24.2,"2MD","NP",9.92230405670576,"mating_disruption","NP",NA,NA
2008,34400,24.3,"2CMD","Fritz",2.31481481481481,"both","FR",NA,NA
2008,34400,24.3,"2CMD","Monterrey",3.25551576247955,"both","MO",NA,NA
2008,34400,24.3,"2CMD","NP",2.6271492298142,"both","NP",NA,NA
2008,34400,24.4,"2CMD","Fritz",1.13823297022136,"both","FR",NA,NA
2008,34400,24.4,"2CMD","Monterrey",0.463742531233026,"both","MO",NA,NA
2008,34400,24.4,"2CMD","NP",2.17885964080975,"both","NP",NA,NA
2008,34500,1.2,"2MD","Fritz",0.985558256073237,"mating_disruption","FR",NA,NA
2008,34500,1.2,"2MD","Monterrey",1.14788303815948,"mating_disruption","MO",NA,NA
2008,34500,1.2,"2MD","NP",0.117994100294985,"mating_disruption","NP",NA,NA
2008,34500,1.3,"2CMD","Monterrey",1.16731517509728,"both","MO",NA,NA
2008,34500,1.3,"2CMD","NP",0.300856772448002,"both","NP",NA,NA
2008,34500,1.3,"2CMD","WC",0.197628458498024,"both","WD",NA,NA
2008,34500,2.1,"2MD","Fritz",2.55474452554745,"mating_disruption","FR",NA,NA
2008,34500,2.1,"2MD","Monterrey",0,"mating_disruption","MO",NA,NA
2008,34500,2.1,"2MD","NP",0,"mating_disruption","NP",NA,NA
2008,34500,2.2,"2MD","Fritz",5.94247254168188,"mating_disruption","FR",NA,NA
2008,34500,2.2,"2MD","Monterrey",2.48755917600832,"mating_disruption","MO",NA,NA
2008,34500,2.2,"2MD","NP",1.13463761663018,"mating_disruption","NP",NA,NA
2008,34500,2.3,"2CMD","Monterrey",2.01002673796791,"both","MO",NA,NA
2008,34500,2.3,"2CMD","NP",1.58437684102333,"both","NP",NA,NA
2008,34500,2.3,"2CMD","Price",0.705557042190706,"both","PR",NA,NA
2008,34500,11.2,"1MD","Monterrey",1.0900237923975,"mating_disruption","MO",NA,NA
2008,34500,11.2,"1MD","NP",3.16299344573973,"mating_disruption","NP",NA,NA
2008,34500,11.2,"1MD","Price",5.6203814817154,"mating_disruption","PR",NA,NA
2008,34500,11.3,"1CMD","Carmel",1.41955835962145,"both","CA",NA,NA
2008,34500,11.3,"1CMD","Monterrey",1.58241574908242,"both","MO",NA,NA
2008,34500,11.3,"1CMD","NP",2.48642574434655,"both","NP",NA,NA
2008,34500,12.1,"1MD","Monterrey",0.221165907440417,"mating_disruption","MO",NA,NA
2008,34500,12.1,"1MD","NP",0.359766649000414,"mating_disruption","NP",NA,NA
2008,34500,12.1,"1MD","Price",0,"mating_disruption","PR",NA,NA
2008,34500,12.4,"1CMD","Carmel",0.841562431424183,"both","CA",NA,NA
2008,34500,12.4,"1CMD","Monterrey",0.37883679882905,"both","MO",NA,NA
2008,34500,12.4,"1CMD","NP",0.890510360396678,"both","NP",NA,NA
2008,34600,25.1,"Conv","Fritz",6.79976738986541,"insecticide","FR",NA,NA
2008,34600,25.1,"Conv","NP",6.65701881331404,"insecticide","NP",NA,NA
2008,34600,25.4,"Conv","Fritz",1.35135135135135,"insecticide","FR",NA,NA
2008,34600,25.4,"Conv","Monterrey",0.263157894736842,"insecticide","MO",NA,NA
2008,34600,25.4,"Conv","NP",2.28302540665815,"insecticide","NP",NA,NA
2008,34600,30.1,"Conv","Monterrey",0.98463560551124,"insecticide","MO",NA,NA
2008,34600,30.1,"Conv","NP",1.29543363239015,"insecticide","NP",NA,NA
2008,34600,30.1,"Conv","WC",0.147058823529412,"insecticide","WD",NA,NA
2008,34600,30.2,"Conv","Fritz",3.55555555555556,"insecticide","FR",NA,NA
2008,34600,30.2,"Conv","Ruby",0,"insecticide","RY",NA,NA
2008,34600,30.3,"Conv","Fritz",5.65774718413647,"insecticide","FR",NA,NA
2008,34600,30.3,"Conv","Monterrey",1.12003446259885,"insecticide","MO",NA,NA
2008,34600,30.3,"Conv","NP",3.74798002821195,"insecticide","NP",NA,NA
2008,34600,30.4,"Conv","Fritz",1.38248847926267,"insecticide","FR",NA,NA
2008,34600,30.4,"Conv","Monterrey",0.261780104712042,"insecticide","MO",NA,NA
2008,34600,30.4,"Conv","NP",2.96641048020133,"insecticide","NP",NA,NA
2009,3440,13.1,"2CMD","Bu",0.147058823529412,"both","BU",5,3
2009,3440,13.1,"2CMD","Fr",3.20945945945946,"both","FR",5,3
2009,3440,13.1,"2CMD","NP",0.698324022346369,"both","NP",5,3
2009,3440,13.4,"2MD","Ca",3.05466237942122,"mating_disruption","CA",6,3
2009,3440,13.4,"2MD","Fr",0.291545189504373,"mating_disruption","FR",6,3
2009,3440,13.4,"2MD","NP",3.4833091436865,"mating_disruption","NP",6,3
2009,3440,14.1,"2CMD","Bu",0.662251655629139,"both","BU",5,1
2009,3440,14.1,"2CMD","Fr",2.9126213592233,"both","FR",5,1
2009,3440,14.1,"2CMD","NP",1.25588697017268,"both","NP",5,1
2009,3440,14.4,"2MD","Ca",2.30769230769231,"mating_disruption","CA",6,1
2009,3440,14.4,"2MD","Fr",0.705467372134039,"mating_disruption","FR",6,1
2009,3440,14.4,"2MD","NP",0.552486187845304,"mating_disruption","NP",6,1
2009,3440,24.1,"1CMD","Fr",0.950118764845606,"both","FR",7,2
2009,3440,24.1,"1CMD","Mo",0.564971751412429,"both","MO",7,2
2009,3440,24.1,"1CMD","NP",0.854700854700855,"both","NP",7,2
2009,3440,24.2,"1CMD","Fr",6.6,"both","FR",7,1
2009,3440,24.2,"1CMD","Mo",2.29555236728838,"both","MO",7,1
2009,3440,24.2,"1CMD","NP",0.806451612903226,"both","NP",7,1
2009,3440,24.3,"1MD","Fr",4.0169133192389,"mating_disruption","FR",8,1
2009,3440,24.3,"1MD","Mo",2.44444444444444,"mating_disruption","MO",8,1
2009,3440,24.3,"1MD","NP",3.02114803625378,"mating_disruption","NP",8,1
2009,3440,24.4,"1MD","Fr",3.63284569363317,"mating_disruption","FR",8,2
2009,3440,24.4,"1MD","Mo",2.92805426264073,"mating_disruption","MO",8,2
2009,3440,24.4,"1MD","NP",4.18079799753279,"mating_disruption","NP",8,2
2009,3450,1.2,"1CMD","Fr",0.695738212059254,"both","FR",1,3
2009,3450,1.2,"1CMD","Mo",0.625345483580034,"both","MO",1,3
2009,3450,1.2,"1CMD","NP",0.595238095238095,"both","NP",1,3
2009,3450,2.1,"1CMD","Fr",0.551470588235294,"both","FR",1,2
2009,3450,2.1,"1CMD","Mo",1.05633802816901,"both","MO",1,2
2009,3450,2.1,"1CMD","NP",0.964630225080386,"both","NP",1,2
2009,3450,2.2,"1CMD","Fr",1.82555780933063,"both","FR",1,1
2009,3450,2.2,"1CMD","Mo",1.14068441064639,"both","MO",1,1
2009,3450,2.2,"1CMD","NP",0.523560209424084,"both","NP",1,1
2009,3450,2.3,"1MD","Mo",2.58249641319943,"mating_disruption","MO",2,1
2009,3450,2.3,"1MD","NP",6.40495867768595,"mating_disruption","NP",2,1
2009,3450,2.3,"1MD","WC",1.83276059564719,"mating_disruption","WD",2,1
2009,3450,11.2,"2CMD","Mo",6.42978003384095,"both","MO",3,1
2009,3450,11.2,"2CMD","NP",3.61794500723589,"both","NP",3,1
2009,3450,11.2,"2CMD","Pr",0.3125,"both","PR",3,1
2009,3450,11.3,"2MD","Ca",1.33779264214047,"mating_disruption","CA",4,0
2009,3450,11.3,"2MD","Mo",5.28301886792453,"mating_disruption","MO",4,0
2009,3450,11.3,"2MD","NP",6.63811563169165,"mating_disruption","NP",4,0
2009,3450,12.4,"2MD","Ca",0.316957210776545,"mating_disruption","CA",4,3
2009,3450,12.4,"2MD","Mo",1.21951219512195,"mating_disruption","MO",4,3
2009,3450,12.4,"2MD","NP",1.3215859030837,"mating_disruption","NP",4,3
2009,3460,25.1,"Conv","Bu",4.81203007518797,"insecticide","BU",9,1
2009,3460,25.1,"Conv","Fr",5.30612244897959,"insecticide","FR",9,1
2009,3460,25.4,"Conv","Fr",9.13689555624291,"insecticide","FR",10,1
2009,3460,25.4,"Conv","Mo",2.91226858702443,"insecticide","MO",10,1
2009,3460,25.4,"Conv","NP",2.92414852829848,"insecticide","NP",10,1
2009,3460,30.1,"Conv","Mo",4.99816551460984,"insecticide","MO",9,3
2009,3460,30.1,"Conv","NP",4.76421216578697,"insecticide","NP",9,3
2009,3460,30.1,"Conv","WC",4.58690337217242,"insecticide","WD",9,3
2009,3460,30.2,"Conv","Bu",0.413223140495868,"insecticide","BU",9,2
2009,3460,30.2,"Conv","Fr",2.06422018348624,"insecticide","FR",9,2
2009,3460,30.2,"Conv","Ruby",0.392156862745098,"insecticide","RY",9,2
2009,3460,30.3,"Conv","Fr",2.37623762376238,"insecticide","FR",10,2
2009,3460,30.3,"Conv","Mo",1.59489633173844,"insecticide","MO",10,2
2009,3460,30.3,"Conv","NP",1.88679245283019,"insecticide","NP",10,2
2009,3460,30.4,"Conv","Fr",4.16845878136201,"insecticide","FR",10,3
2009,3460,30.4,"Conv","Mo",2.65183451203666,"insecticide","MO",10,3
2009,3460,30.4,"Conv","NP",8.88904261206419,"insecticide","NP",10,3
2010,3440,13.1,"1MD","Bu",0.189035916824197,"mating_disruption","BU",5,3
2010,3440,13.1,"1MD","Fr",1.48514851485149,"mating_disruption","FR",5,3
2010,3440,13.1,"1MD","NP",1.23626373626374,"mating_disruption","NP",5,3
2010,3440,13.4,"1CMD","Ca",1.33689839572193,"both","CA",6,3
2010,3440,13.4,"1CMD","Fr",2.73224043715847,"both","FR",6,3
2010,3440,13.4,"1CMD","NP",0.755287009063444,"both","NP",6,3
2010,3440,14.1,"1MD","Bu",0.202839756592292,"mating_disruption","BU",5,1
2010,3440,14.1,"1MD","Fr",7.31225296442688,"mating_disruption","FR",5,1
2010,3440,14.1,"1MD","NP",4.6242774566474,"mating_disruption","NP",5,1
2010,3440,14.4,"1CMD","Ca",0.680272108843537,"both","CA",6,1
2010,3440,14.4,"1CMD","Fr",6.13496932515337,"both","FR",6,1
2010,3440,14.4,"1CMD","NP",0.149253731343284,"both","NP",6,1
2010,3440,24.1,"1MD","Fr",0.33112582781457,"mating_disruption","FR",7,2
2010,3440,24.1,"1MD","Mo",0.65252854812398,"mating_disruption","MO",7,2
2010,3440,24.1,"1MD","NP",1.49253731343284,"mating_disruption","NP",7,2
2010,3440,24.2,"1MD","Fr",3.61216730038023,"mating_disruption","FR",7,1
2010,3440,24.2,"1MD","Mo",1.74757281553398,"mating_disruption","MO",7,1
2010,3440,24.2,"1MD","NP",2.38095238095238,"mating_disruption","NP",7,1
2010,3440,24.3,"1CMD","Fr",1.15321252059308,"both","FR",8,1
2010,3440,24.3,"1CMD","Mo",0.559701492537313,"both","MO",8,1
2010,3440,24.3,"1CMD","NP",0.927152317880795,"both","NP",8,1
2010,3440,24.4,"1CMD","Fr",0.17921146953405,"both","FR",8,2
2010,3440,24.4,"1CMD","Mo",0.179856115107914,"both","MO",8,2
2010,3440,24.4,"1CMD","NP",0,"both","NP",8,2
2010,3450,1.2,"Conv","Fr",0.386525763471289,"insecticide","FR",1,3
2010,3450,1.2,"Conv","Mo",0.552515782187395,"insecticide","MO",1,3
2010,3450,1.2,"Conv","NP",0.991298177840411,"insecticide","NP",1,3
2010,3450,2.1,"Conv","Fr",0.383877159309021,"insecticide","FR",1,2
2010,3450,2.1,"Conv","Mo",0.31665061725182,"insecticide","MO",1,2
2010,3450,2.1,"Conv","NP",0,"insecticide","NP",1,2
2010,3450,2.2,"Conv","Fr",0,"insecticide","FR",1,1
2010,3450,2.2,"Conv","Mo",0,"insecticide","MO",1,1
2010,3450,2.2,"Conv","NP",0.272479564032698,"insecticide","NP",1,1
2010,3450,2.3,"Conv","Mo",1.2987012987013,"insecticide","MO",2,1
2010,3450,2.3,"Conv","NP",1.85922974767596,"insecticide","NP",2,1
2010,3450,2.3,"Conv","WC",0.910746812386157,"insecticide","WD",2,1
2010,3450,11.1,"2MD","Mo",0,"mating_disruption","MO",3,2
2010,3450,11.1,"2MD","NP",1.02489019033675,"mating_disruption","NP",3,2
2010,3450,11.1,"2MD","WC",0.33955857385399,"mating_disruption","WD",3,2
2010,3450,11.2,"2MD","Mo",4.13793103448276,"mating_disruption","MO",3,1
2010,3450,11.2,"2MD","NP",1.90336749633968,"mating_disruption","NP",3,1
2010,3450,11.2,"2MD","Pr",0,"mating_disruption","PR",3,1
2010,3450,11.3,"2CMD","Ca",0.645161290322581,"both","CA",4,0
2010,3450,11.3,"2CMD","Mo",0.886917960088692,"both","MO",4,0
2010,3450,11.3,"2CMD","NP",0.652741514360313,"both","NP",4,0
2010,3450,12.2,"2MD","Mo",0.936329588014981,"mating_disruption","MO",3,3
2010,3450,12.2,"2MD","NP",0,"mating_disruption","NP",3,3
2010,3450,12.2,"2MD","WC",0,"mating_disruption","WD",3,3
2010,3450,12.4,"2CMD","Ca",0,"both","CA",4,3
2010,3450,12.4,"2CMD","Mo",0,"both","MO",4,3
2010,3450,12.4,"2CMD","NP",0.200400801603206,"both","NP",4,3
2010,3460,25.1,"2MD","Bu",0.809716599190283,"mating_disruption","BU",9,1
2010,3460,25.1,"2MD","Fr",4.3046357615894,"mating_disruption","FR",9,1
2010,3460,25.1,"2MD","Mi",0.159235668789809,"mating_disruption","MI",9,1
2010,3460,25.4,"2CMD","Fr",0.1953125,"both","FR",10,1
2010,3460,25.4,"2CMD","Mo",0.209278314397647,"both","MO",10,1
2010,3460,25.4,"2CMD","NP",0.841405861897665,"both","NP",10,1
2010,3460,30.1,"2MD","Mo",0.241935483870968,"mating_disruption","MO",9,3
2010,3460,30.1,"2MD","NP",1.2799500643375,"mating_disruption","NP",9,3
2010,3460,30.1,"2MD","WC",0,"mating_disruption","WD",9,3
2010,3460,30.2,"2MD","Bu",0,"mating_disruption","BU",9,2
2010,3460,30.2,"2MD","Fr",0,"mating_disruption","FR",9,2
2010,3460,30.2,"2MD","Ru",0.171821305841924,"mating_disruption","RY",9,2
2010,3460,30.3,"2CMD","Fr",0.598802395209581,"both","FR",10,2
2010,3460,30.3,"2CMD","Mo",0,"both","MO",10,2
2010,3460,30.3,"2CMD","NP",0.552486187845304,"both","NP",10,2
2010,3460,30.4,"2CMD","Fr",0.0838926174496644,"both","FR",10,3
2010,3460,30.4,"2CMD","Mo",0.336700336700337,"both","MO",10,3
2010,3460,30.4,"2CMD","NP",0.580107406578653,"both","NP",10,3
2011,3440,13.1,"2CMD","Bu",0.700525394045534,"both","BU",5,3
2011,3440,13.1,"2CMD","Fr",1.67364016736402,"both","FR",5,3
2011,3440,13.1,"2CMD","NP",0,"both","NP",5,3
2011,3440,13.4,"2MD","Ca",0.365860992869887,"mating_disruption","CA",6,3
2011,3440,13.4,"2MD","NP",0.15015015015015,"mating_disruption","NP",6,3
2011,3440,14.1,"2CMD","Bu",0,"both","BU",5,1
2011,3440,14.1,"2CMD","Fr",9.6969696969697,"both","FR",5,1
2011,3440,14.1,"2CMD","NP",1.39165009940358,"both","NP",5,1
2011,3440,14.4,"2MD","Ca",1.20898100172712,"mating_disruption","CA",6,1
2011,3440,14.4,"2MD","Fr",12.0171673819742,"mating_disruption","FR",6,1
2011,3440,14.4,"2MD","NP",0.303951367781155,"mating_disruption","NP",6,1
2011,3440,24.1,"2CMD","Fr",0,"both","FR",7,2
2011,3440,24.1,"2CMD","Mo",0.214132762312634,"both","MO",7,2
2011,3440,24.1,"2CMD","NP",0,"both","NP",7,2
2011,3440,24.2,"2CMD","Fr",7.70491803278689,"both","FR",7,1
2011,3440,24.2,"2CMD","Mo",2.77777777777778,"both","MO",7,1
2011,3440,24.2,"2CMD","NP",0.16025641025641,"both","NP",7,1
2011,3440,24.3,"2MD","Fr",2.94117647058824,"mating_disruption","FR",8,1
2011,3440,24.3,"2MD","Mo",1.18203309692671,"mating_disruption","MO",8,1
2011,3440,24.3,"2MD","NP",1.28410914927769,"mating_disruption","NP",8,1
2011,3440,24.4,"2MD","Fr",0.15527950310559,"mating_disruption","FR",8,2
2011,3440,24.4,"2MD","Mo",0,"mating_disruption","MO",8,2
2011,3440,24.4,"2MD","NP",0,"mating_disruption","NP",8,2
2011,3450,1.2,"Conv","Fr",0.597586720894626,"insecticide","FR",1,3
2011,3450,1.2,"Conv","Mo",0.502854633289416,"insecticide","MO",1,3
2011,3450,1.2,"Conv","NP",0,"insecticide","NP",1,3
2011,3450,2.1,"Conv","Fr",0.163398692810458,"insecticide","FR",1,2
2011,3450,2.1,"Conv","Mo",0,"insecticide","MO",1,2
2011,3450,2.1,"Conv","NP",0,"insecticide","NP",1,2
2011,3450,2.2,"Conv","Fr",4.66666666666667,"insecticide","FR",1,1
2011,3450,2.2,"Conv","Mo",2.29357798165138,"insecticide","MO",1,1
2011,3450,2.2,"Conv","NP",0.72202166064982,"insecticide","NP",1,1
2011,3450,2.3,"Conv","Mo",3.61990950226244,"insecticide","MO",2,1
2011,3450,2.3,"Conv","NP",1.43626570915619,"insecticide","NP",2,1
2011,3450,2.3,"Conv","WC",0,"insecticide","WD",2,1
2011,3450,11.1,"1CMD","Mo",0.206185567010309,"both","MO",3,2
2011,3450,11.1,"1CMD","NP",0,"both","NP",3,2
2011,3450,11.1,"1CMD","WC",0,"both","WD",3,2
2011,3450,11.2,"1CMD","Mo",1.77215189873418,"both","MO",3,1
2011,3450,11.2,"1CMD","NP",0.18348623853211,"both","NP",3,1
2011,3450,11.2,"1CMD","Pr",0,"both","PR",3,1
